old_clause_number,new_clause_number,predicted_change_type,similarity,method,old_text,new_text,gold_change_type,notes
0.11,0.11,unchanged,1.0,exact_number+difflib,"While many of the provisions in this approved document for means of escape from flats are applicable to sheltered housing, the nature of the occupancy may necessitate some additional fire protection measures. The extent of such measures will depend on the form of the development. For example, a group of specially adapted bungalows or two storey flats, with few communal facilities, will not need to be treated differently from other single storey or two storey dwellinghouses or flats. Fire safety engineering","While many of the provisions in this approved document for means of escape from flats are applicable to sheltered housing, the nature of the occupancy may necessitate some additional fire protection measures. The extent of such measures will depend on the form of the development. For example, a group of specially adapted bungalows or two storey flats, with few communal facilities, will not need to be treated differently from other single storey or two storey dwellinghouses or flats. Fire safety engineering",,
0.12,0.12,unchanged,1.0,exact_number+difflib,Fire safety engineering might provide an alternative approach to fire safety. Fire safety engineering may be the only practical way to achieve a satisfactory standard of fire safety in some complex buildings and in buildings that contain different uses. Fire safety engineering may also be suitable for solving a specific problem with a design that otherwise follows the provisions in this document.,Fire safety engineering might provide an alternative approach to fire safety. Fire safety engineering may be the only practical way to achieve a satisfactory standard of fire safety in some complex buildings and in buildings that contain different uses. Fire safety engineering may also be suitable for solving a specific problem with a design that otherwise follows the provisions in this document.,,
0.13,0.13,unchanged,1.0,exact_number+difflib,"BS 7974 and supporting published documents (PDs) provide a framework for and guidance on the application of fire safety engineering principles to the design of buildings. 3 Building Regulations 2010 Approved Document B Volume 1, 2019 edition O N L I N E V E R S I O N O N L I N E V E R S I O N Purpose groups","BS 7974 and supporting published documents (PDs) provide a framework for and guidance on the application of fire safety engineering principles to the design of buildings. 3 Building Regulations 2010 Approved Document B Volume 1, 2019 edition O N L I N E V E R S I O N O N L I N E V E R S I O N Purpose groups",,
0.14,0.14,unchanged,1.0,exact_number+difflib,"Building uses are classified within different purpose groups, which represent different levels of hazard (see Table 0.1). A purpose group can apply to a whole building or a compartment within the building, and should relate to the main use of the building or compartment.","Building uses are classified within different purpose groups, which represent different levels of hazard (see Table 0.1). A purpose group can apply to a whole building or a compartment within the building, and should relate to the main use of the building or compartment.",,
0.15,0.15,unchanged,1.0,exact_number+difflib,"Where a building or compartment has more than one use, it is appropriate to assign each different use to its own purpose group in the following situations. a. If the ancillary use is a flat. b. If both of the following apply. i. The building or compartment has an area of more than 280m2. ii. The ancillary use relates to an area that is more than one-fifth of the total floor area of the building or compartment. c. In ‘shop and commercial’ (purpose group 4) buildings or compartments, if the ancillary use is storage and both of the following apply. i. The building or compartment has an area of more than 280m2. ii. The storage area comprises more than one-third of the total floor area of the building or compartment.","Where a building or compartment has more than one use, it is appropriate to assign each different use to its own purpose group in the following situations. a. If the ancillary use is a flat. b. If both of the following apply. i. The building or compartment has an area of more than 280m2. ii. The ancillary use relates to an area that is more than one-fifth of the total floor area of the building or compartment. c. In ‘shop and commercial’ (purpose group 4) buildings or compartments, if the ancillary use is storage and both of the following apply. i. The building or compartment has an area of more than 280m2. ii. The storage area comprises more than one-third of the total floor area of the building or compartment.",,
0.16,0.16,unchanged,1.0,exact_number+difflib,"Where there are multiple main uses that are not ancillary to one another (for example, shops with independent offices above), each use should be assigned to a purpose group in its own right. Where there is doubt as to which purpose group is appropriate, the more onerous guidance should be applied.","Where there are multiple main uses that are not ancillary to one another (for example, shops with independent offices above), each use should be assigned to a purpose group in its own right. Where there is doubt as to which purpose group is appropriate, the more onerous guidance should be applied.",,
0.17,0.17,unchanged,1.0,exact_number+difflib,"In sheltered housing, the guidance in Approved Document B Volume 2 should be consulted for the design of communal facilities, such as a common lounge. 4 Approved Document B Volume 1, 2019 edition Building Regulations 2010 O N L I N E V E R S I O N O N L I N E V E R S I O N Table 0.1 Classification of purpose groups Volume 1 purpose groups Title Group Purpose for which the building or compartment of a building is intended to be used Residential 1(a)(1) Flat. (dwellings) 1(b)(2) Dwellinghouse that contains a habitable storey with a floor level a minimum of 4.5m above ground level up to a maximum of 18m.(3) 1(c)(2)(4) Dwellinghouse that does not contain a habitable storey with a floor level a minimum of 4.5m above ground level. Volume 2 purpose groups Residential 2(a) Hospital, home, school or other similar establishment, where people sleep on the (institutional) premises. The building may be either of the following. • Living accommodation for, or accommodation for the treatment, care or maintenance of, either: – people suffering from disabilities due to illness or old age or other physical or mental incapacity people under the age of 5 years. - • A place of lawful detention. Residential 2(b) Hotel, boarding house, residential college, hall of residence, hostel or any other (other) residential purpose not described above. Office 3 Offices or premises used for any of the following and their control: • administration • clerical work (including writing, bookkeeping, sorting papers, filing, typing, duplicating, machine calculating, drawing and the editorial preparation of matter for publication, police and fire and rescue service work) • handling money (including banking and building society work) • communications (including postal, telegraph and radio communications) • radio, television, film, audio or video recording • performance (premises not open to the public). Shop and 4 Shops or premises used for either of the following. commercial • A retail trade or business (including selling food or drink to the public for immediate consumption, retail by auction, self-selection and over-the-counter wholesale trading, the business of lending books or periodicals for gain, the business of a barber or hairdresser, and the rental of storage space to the public). • Premises to which the public are invited either: – to deliver or collect goods in connection with their hire, repair or other treatment – (except in the case of repair of motor vehicles) where the public themselves may carry out such repairs or other treatments. 5 Building Regulations 2010 Approved Document B Volume 1, 2019 edition O N L I N E V E R S I O N O N L I N E V E R S I O N Table 0.1 Continued Title Group Purpose for which the building or compartment of a building is intended to be used Assembly and 5 Place of assembly, entertainment or recreation, including any of the following: recreation • bingo halls, broadcasting, recording and film studios open to the public, casinos, dance halls • entertainment, conference, exhibition and leisure centres • funfairs and amusement arcades • museums and art galleries, non-residential clubs, theatres, cinemas, concert halls • educational establishments, dancing schools, gymnasia, swimming pool buildings, riding schools, skating rinks, sports pavilions, sports stadia • law courts • churches and other buildings of worship, crematoria • libraries open to the public, non-residential day centres, clinics, health centres and surgeries • passenger stations and termini for air, rail, road or sea travel • public toilets • zoos and menageries. Industrial 6 Factories and other premises used for any of the following: • manufacturing, altering, repairing, cleaning, washing, breaking up, adapting or processing any article • generating power • slaughtering livestock. Storage and 7(a) Either of the following: other non- residential(4) • place (other than described under 7(b)) for the storage or deposit of goods or materials • any building not within purpose groups 1 to 6. 7(b) Car parks designed to admit and accommodate only cars, motorcycles and passenger or light goods vehicles that weigh a maximum of 2500kg gross. NOTES: This table only applies to Part B. See Approved Document B Volume 2 for guidance on buildings other than dwellings (purpose groups 2, 3, 4, 5, 6 and 7). 1. Includes live/work units that meet the provisions of paragraph 3.24. 2. Includes any surgeries, consulting rooms, offices or other accommodation that meets all of the following conditions. a. A maximum of 50m2 in total. b. Part of a dwellinghouse. c. Used by an occupant of the dwellinghouse in a professional or business capacity. 3. Where very large (over 18m in height or with a 10m deep basement) or unusual dwellinghouses are proposed, some of the guidance for buildings other than dwellings may be needed. 4. All of the following are included in purpose group 1(c). a. A detached garage a maximum of 40m2 in area. b. A detached open carport a maximum 40m2 in area. c. A detached building that consists of a garage and open carport, each a maximum of 40m2 in area. 6 Approved Document B Volume 1, 2019 edition Building Regulations 2010 O N L I N E V E R S I O N O N L I N E V E R S I O N Mixed use buildings","In sheltered housing, the guidance in Approved Document B Volume 2 should be consulted for the design of communal facilities, such as a common lounge. 4 Approved Document B Volume 1, 2019 edition Building Regulations 2010 O N L I N E V E R S I O N O N L I N E V E R S I O N Table 0.1 Classification of purpose groups Volume 1 purpose groups Title Group Purpose for which the building or compartment of a building is intended to be used Residential 1(a)(1) Flat. (dwellings) 1(b)(2) Dwellinghouse that contains a habitable storey with a floor level a minimum of 4.5m above ground level up to a maximum of 18m.(3) 1(c)(2)(4) Dwellinghouse that does not contain a habitable storey with a floor level a minimum of 4.5m above ground level. Volume 2 purpose groups Residential 2(a) Hospital, home, school or other similar establishment, where people sleep on the (institutional) premises. The building may be either of the following. • Living accommodation for, or accommodation for the treatment, care or maintenance of, either: – people suffering from disabilities due to illness or old age or other physical or mental incapacity people under the age of 5 years. - • A place of lawful detention. Residential 2(b) Hotel, boarding house, residential college, hall of residence, hostel or any other (other) residential purpose not described above. Office 3 Offices or premises used for any of the following and their control: • administration • clerical work (including writing, bookkeeping, sorting papers, filing, typing, duplicating, machine calculating, drawing and the editorial preparation of matter for publication, police and fire and rescue service work) • handling money (including banking and building society work) • communications (including postal, telegraph and radio communications) • radio, television, film, audio or video recording • performance (premises not open to the public). Shop and 4 Shops or premises used for either of the following. commercial • A retail trade or business (including selling food or drink to the public for immediate consumption, retail by auction, self-selection and over-the-counter wholesale trading, the business of lending books or periodicals for gain, the business of a barber or hairdresser, and the rental of storage space to the public). • Premises to which the public are invited either: – to deliver or collect goods in connection with their hire, repair or other treatment – (except in the case of repair of motor vehicles) where the public themselves may carry out such repairs or other treatments. 5 Building Regulations 2010 Approved Document B Volume 1, 2019 edition O N L I N E V E R S I O N O N L I N E V E R S I O N Table 0.1 Continued Title Group Purpose for which the building or compartment of a building is intended to be used Assembly and 5 Place of assembly, entertainment or recreation, including any of the following: recreation • bingo halls, broadcasting, recording and film studios open to the public, casinos, dance halls • entertainment, conference, exhibition and leisure centres • funfairs and amusement arcades • museums and art galleries, non-residential clubs, theatres, cinemas, concert halls • educational establishments, dancing schools, gymnasia, swimming pool buildings, riding schools, skating rinks, sports pavilions, sports stadia • law courts • churches and other buildings of worship, crematoria • libraries open to the public, non-residential day centres, clinics, health centres and surgeries • passenger stations and termini for air, rail, road or sea travel • public toilets • zoos and menageries. Industrial 6 Factories and other premises used for any of the following: • manufacturing, altering, repairing, cleaning, washing, breaking up, adapting or processing any article • generating power • slaughtering livestock. Storage and 7(a) Either of the following: other non- residential(4) • place (other than described under 7(b)) for the storage or deposit of goods or materials • any building not within purpose groups 1 to 6. 7(b) Car parks designed to admit and accommodate only cars, motorcycles and passenger or light goods vehicles that weigh a maximum of 2500kg gross. NOTES: This table only applies to Part B. See Approved Document B Volume 2 for guidance on buildings other than dwellings (purpose groups 2, 3, 4, 5, 6 and 7). 1. Includes live/work units that meet the provisions of paragraph 3.24. 2. Includes any surgeries, consulting rooms, offices or other accommodation that meets all of the following conditions. a. A maximum of 50m2 in total. b. Part of a dwellinghouse. c. Used by an occupant of the dwellinghouse in a professional or business capacity. 3. Where very large (over 18m in height or with a 10m deep basement) or unusual dwellinghouses are proposed, some of the guidance for buildings other than dwellings may be needed. 4. All of the following are included in purpose group 1(c). a. A detached garage a maximum of 40m2 in area. b. A detached open carport a maximum 40m2 in area. c. A detached building that consists of a garage and open carport, each a maximum of 40m2 in area. 6 Approved Document B Volume 1, 2019 edition Building Regulations 2010 O N L I N E V E R S I O N O N L I N E V E R S I O N Mixed use buildings",,
0.18,0.18,unchanged,1.0,exact_number+difflib,"This approved document includes reference to selected guidance for buildings other than dwellings. For the design of mixed use buildings, Approved Document B Volume 2 should be consulted in addition to the guidance contained in this approved document.","This approved document includes reference to selected guidance for buildings other than dwellings. For the design of mixed use buildings, Approved Document B Volume 2 should be consulted in addition to the guidance contained in this approved document.",,
0.19,0.19,unchanged,1.0,exact_number+difflib,"Where a complex mix of uses exists, the effect that one use may have on another in terms of risk should be considered. It could be necessary to use guidance from both volumes, apply other guidance (such as from HTM 05-02 or Building Bulletin 100), and/or apply special measures to reduce the risk. 7 Building Regulations 2010 Approved Document B Volume 1, 2019 edition O N L I N E V E R S I O N B1 O N L I N E V E R S I O N","Where a complex mix of uses exists, the effect that one use may have on another in terms of risk should be considered. It could be necessary to use guidance from both volumes, apply other guidance (such as from HTM 05-02 or Building Bulletin 100), and/or apply special measures to reduce the risk. 7 Building Regulations 2010 Approved Document B Volume 1, 2019 edition O N L I N E V E R S I O N B1 O N L I N E V E R S I O N",,
1.1,1.1,unchanged,1.0,exact_number+difflib,"All dwellings should have a fire detection and alarm system, minimum Grade D2 Category LD3 standard, in accordance with the relevant recommendations of BS 5839-6. A higher standard of protection should be considered where occupants of a proposed dwelling would be at special risk from fire. Further advice on this is also given in BS 5839-6.","All dwellings should have a fire detection and alarm system, minimum Grade D2 Category LD3 standard, in accordance with the relevant recommendations of BS 5839-6. A higher standard of protection should be considered where occupants of a proposed dwelling would be at special risk from fire. Further advice on this is also given in BS 5839-6.",,
1.2,1.2,unchanged,1.0,exact_number+difflib,Smoke alarms should be mains operated and conform to BS EN 14604.,Smoke alarms should be mains operated and conform to BS EN 14604.,,
1.3,1.3,unchanged,1.0,exact_number+difflib,Heat alarms should be mains operated and conform to BS 5446-2.,Heat alarms should be mains operated and conform to BS 5446-2.,,
1.4,1.4,unchanged,1.0,exact_number+difflib,"Smoke and heat alarms should have a standby power supply, such as a battery (rechargeable or non-rechargeable) or capacitor. More information on power supplies is given in clause 15 of BS 5839-6. NOTE: The term ‘fire alarm system’ describes the combination of components for giving an audible and/or other perceptible warning of fire. NOTE: In this document, the term ‘fire detection system’ describes any type of automatic sensor network and associated control and indicating equipment. Sensors may be sensitive to smoke, heat, gaseous combustion products or radiation. Automatic sprinkler systems can also be used to operate a fire alarm system. Large dwellinghouses","Smoke and heat alarms should have a standby power supply, such as a battery (rechargeable or non-rechargeable) or capacitor. More information on power supplies is given in clause 15 of BS 5839-6. NOTE: The term ‘fire alarm system’ describes the combination of components for giving an audible and/or other perceptible warning of fire. NOTE: In this document, the term ‘fire detection system’ describes any type of automatic sensor network and associated control and indicating equipment. Sensors may be sensitive to smoke, heat, gaseous combustion products or radiation. Automatic sprinkler systems can also be used to operate a fire alarm system. Large dwellinghouses",,
1.5,1.5,unchanged,1.0,exact_number+difflib,"A large dwellinghouse has more than one storey, and at least one storey exceeds 200m2.","A large dwellinghouse has more than one storey, and at least one storey exceeds 200m2.",,
1.6,1.6,unchanged,1.0,exact_number+difflib,"A large dwellinghouse of two storeys (excluding basement storeys) should be fitted with a Grade A Category LD3 fire detection and alarm system, as described in BS 5839-6.","A large dwellinghouse of two storeys (excluding basement storeys) should be fitted with a Grade A Category LD3 fire detection and alarm system, as described in BS 5839-6.",,
1.7,1.7,unchanged,1.0,exact_number+difflib,A large dwellinghouse of three or more storeys (excluding basement storeys) should be fitted with a Grade A Category LD2 fire detection and alarm system as described in BS 5839-6. Extensions and material alterations,A large dwellinghouse of three or more storeys (excluding basement storeys) should be fitted with a Grade A Category LD2 fire detection and alarm system as described in BS 5839-6. Extensions and material alterations,,
1.8,1.8,unchanged,1.0,exact_number+difflib,"Where new habitable rooms are provided, a fire detection and alarm system should be installed where either of the following applies. a. The room is provided above or below the ground storey. b. The room is provided at the ground storey, without a final exit.","Where new habitable rooms are provided, a fire detection and alarm system should be installed where either of the following applies. a. The room is provided above or below the ground storey. b. The room is provided at the ground storey, without a final exit.",,
1.9,1.9,unchanged,1.0,exact_number+difflib,"Smoke alarms should be provided in the circulation spaces of the dwelling in accordance with paragraphs 1.1 to 1.4. NOTE: This does not apply where inner rooms are provided (see paragraph 2.11 for inner room requirements). 9 Building Regulations 2010 Approved Document B Volume 1, 2019 edition O N L I N E V E R S I O N B1 O N L I N E V E R S I O N Blocks of flats","Smoke alarms should be provided in the circulation spaces of the dwelling in accordance with paragraphs 1.1 to 1.4. NOTE: This does not apply where inner rooms are provided (see paragraph 2.11 for inner room requirements). 9 Building Regulations 2010 Approved Document B Volume 1, 2019 edition O N L I N E V E R S I O N B1 O N L I N E V E R S I O N Blocks of flats",,
1.10,1.10,unchanged,1.0,exact_number+difflib,"Each flat in a block should have alarms as set out in paragraphs 1.1 to 1.4. With effective compartmentation, a communal fire alarm system is not normally needed. In some buildings, detectors in common parts of the building may need to operate smoke control or other fire protection systems but do not usually sound an audible warning. Student accommodation","Each flat in a block should have alarms as set out in paragraphs 1.1 to 1.4. With effective compartmentation, a communal fire alarm system is not normally needed. In some buildings, detectors in common parts of the building may need to operate smoke control or other fire protection systems but do not usually sound an audible warning. Student accommodation",,
1.11,1.11,unchanged,1.0,exact_number+difflib,"In student residences that are designed and occupied as a block of flats, separate automatic detection should be provided in each self-contained flat where all of the following apply. a. A group of up to six students shares the flat. b. Each flat has its own entrance door. c. The compartmentation principles for flats in Section 7 have been followed. Where a total evacuation strategy is adopted, the alarm system should follow the guidance for buildings other than dwellings in Volume 2 of Approved Document B. Sheltered housing","In student residences that are designed and occupied as a block of flats, separate automatic detection should be provided in each self-contained flat where all of the following apply. a. A group of up to six students shares the flat. b. Each flat has its own entrance door. c. The compartmentation principles for flats in Section 7 have been followed. Where a total evacuation strategy is adopted, the alarm system should follow the guidance for buildings other than dwellings in Volume 2 of Approved Document B. Sheltered housing",,
1.12,1.12,unchanged,1.0,exact_number+difflib,The fire detection and alarm systems in flats should connect to a central monitoring point or alarm receiving centre. The systems should alert the warden or supervisor and identify the individual flat where a fire has been detected.,The fire detection and alarm systems in flats should connect to a central monitoring point or alarm receiving centre. The systems should alert the warden or supervisor and identify the individual flat where a fire has been detected.,,
1.13,1.13,unchanged,1.0,exact_number+difflib,"These provisions do not apply to the following. a. The common parts of a sheltered housing development, such as communal lounges. b. Sheltered accommodation in the 'residential (institutional)' or 'residential (other)' purpose groups (purpose group 2(a) or 2(b)). In these parts, means of warning should follow the guidance for buildings other than dwellings in Volume 2 of Approved Document B. Design and installation of systems","These provisions do not apply to the following. a. The common parts of a sheltered housing development, such as communal lounges. b. Sheltered accommodation in the 'residential (institutional)' or 'residential (other)' purpose groups (purpose group 2(a) or 2(b)). In these parts, means of warning should follow the guidance for buildings other than dwellings in Volume 2 of Approved Document B. Design and installation of systems",,
1.14,1.14,unchanged,1.0,exact_number+difflib,"Fire detection and alarm systems must be properly designed, installed and maintained. A design, installation and commissioning certificate should be provided for fire detection and alarm systems. Third party certification schemes for fire protection products and related services are an effective means of providing assurances of quality, reliability and safety. Interface between fire detection and alarm systems and other systems","Fire detection and alarm systems must be properly designed, installed and maintained. A design, installation and commissioning certificate should be provided for fire detection and alarm systems. Third party certification schemes for fire protection products and related services are an effective means of providing assurances of quality, reliability and safety. Interface between fire detection and alarm systems and other systems",,
1.15,1.15,unchanged,1.0,exact_number+difflib,"Fire detection and alarm systems sometimes trigger other systems. The interface between systems must be reliable. Particular care should be taken if the interface is facilitated via another system. Where any part of BS 7273 applies to the triggering of other systems, the recommendations of that part of BS 7273 should be followed. 10 Approved Document B Volume 1, 2019 edition Building Regulations 2010 O N L I N E V E R S I O N O N L I N E V E R S I O N B1","Fire detection and alarm systems sometimes trigger other systems. The interface between systems must be reliable. Particular care should be taken if the interface is facilitated via another system. Where any part of BS 7273 applies to the triggering of other systems, the recommendations of that part of BS 7273 should be followed. 10 Approved Document B Volume 1, 2019 edition Building Regulations 2010 O N L I N E V E R S I O N O N L I N E V E R S I O N B1",,
2.1,2.1,unchanged,1.0,exact_number+difflib,"See Diagram 2.1a. All habitable rooms (excluding kitchens) should have either of the following. a. An opening directly onto a hall leading to a final exit. b. An emergency escape window or door, as described in paragraph 2.10. Escape from upper storeys a maximum of 4.5m above ground level","See Diagram 2.1a. All habitable rooms (excluding kitchens) should have either of the following. a. An opening directly onto a hall leading to a final exit. b. An emergency escape window or door, as described in paragraph 2.10. Escape from upper storeys a maximum of 4.5m above ground level",,
2.2,2.2,unchanged,1.0,exact_number+difflib,"See Diagram 2.1b. Where served by only one stair, all habitable rooms (excluding kitchens) should have either of the following. a. An emergency escape window or external door, as described in paragraph 2.10. b. Direct access to a protected stairway, as described in paragraph 2.5a.","See Diagram 2.1b. Where served by only one stair, all habitable rooms (excluding kitchens) should have either of the following. a. An emergency escape window or external door, as described in paragraph 2.10. b. Direct access to a protected stairway, as described in paragraph 2.5a.",,
2.3,2.3,unchanged,1.0,exact_number+difflib,Two rooms may be served by a single window. A door between the rooms should provide access to the window without passing through the stair enclosure. Both rooms should have their own access to the internal stair. Escape from upper storeys more than 4.5m above ground level,Two rooms may be served by a single window. A door between the rooms should provide access to the window without passing through the stair enclosure. Both rooms should have their own access to the internal stair. Escape from upper storeys more than 4.5m above ground level,,
2.4,2.4,unchanged,1.0,exact_number+difflib,"Dwellinghouses with one internal stair should comply with paragraphs 2.5 and 2.6. In dwellinghouses with more than one stair, the stairs should provide effective alternative means of escape. The stairs should be physically separated by either of the following. a. Fire resisting construction (minimum REI 30). b. More than one room. Dwellinghouses with one storey more than 4.5m above ground level","Dwellinghouses with one internal stair should comply with paragraphs 2.5 and 2.6. In dwellinghouses with more than one stair, the stairs should provide effective alternative means of escape. The stairs should be physically separated by either of the following. a. Fire resisting construction (minimum REI 30). b. More than one room. Dwellinghouses with one storey more than 4.5m above ground level",,
