old_clause_number,new_clause_number,predicted_change_type,similarity,method,old_text,new_text,gold_change_type,notes
0.19,0.19,unchanged,1.0,exact_number+difflib,"Where a complex mix of uses exists, the effect that one use may have on another in terms of risk should be considered. It could be necessary to use guidance from both volumes, apply other guidance (such as from HTM 05-02 or Building Bulletin 100), and/or apply special measures to reduce the risk.","Where a complex mix of uses exists, the effect that one use may have on another in terms of risk should be considered. It could be necessary to use guidance from both volumes, apply other guidance (such as from HTM 05-02 or Building Bulletin 100), and/or apply special measures to reduce the risk.",,
1.1,1.1,unchanged,1.0,exact_number+difflib,"All dwellings should have a fire detection and alarm system, minimum Grade D2 Category LD3 standard, in accordance with the relevant recommendations of BS 5839-6. A higher standard of protection should be considered where occupants of a proposed dwelling would be at special risk from fire. Further advice on this is also given in BS 5839-6.","All dwellings should have a fire detection and alarm system, minimum Grade D2 Category LD3 standard, in accordance with the relevant recommendations of BS 5839-6. A higher standard of protection should be considered where occupants of a proposed dwelling would be at special risk from fire. Further advice on this is also given in BS 5839-6.",,
1.2,1.2,unchanged,1.0,exact_number+difflib,Smoke alarms should be mains operated and conform to BS EN 14604.,Smoke alarms should be mains operated and conform to BS EN 14604.,,
1.3,1.3,unchanged,1.0,exact_number+difflib,Heat alarms should be mains operated and conform to BS 5446-2.,Heat alarms should be mains operated and conform to BS 5446-2.,,
1.4,1.4,unchanged,1.0,exact_number+difflib,"Smoke and heat alarms should have a standby power supply, such as a battery (rechargeable or non-rechargeable) or capacitor. More information on power supplies is given in clause 15 of BS 5839-6. NOTE: The term ‘fire alarm system’ describes the combination of components for giving an audible and/or other perceptible warning of fire. NOTE: In this document, the term ‘fire detection system’ describes any type of automatic sensor network and associated control and indicating equipment. Sensors may be sensitive to smoke, heat, gaseous combustion products or radiation. Automatic sprinkler systems can also be used to operate a fire alarm system.","Smoke and heat alarms should have a standby power supply, such as a battery (rechargeable or non-rechargeable) or capacitor. More information on power supplies is given in clause 15 of BS 5839-6. NOTE: The term ‘fire alarm system’ describes the combination of components for giving an audible and/or other perceptible warning of fire. NOTE: In this document, the term ‘fire detection system’ describes any type of automatic sensor network and associated control and indicating equipment. Sensors may be sensitive to smoke, heat, gaseous combustion products or radiation. Automatic sprinkler systems can also be used to operate a fire alarm system.",,
1.5,1.5,unchanged,1.0,exact_number+difflib,"A large dwellinghouse has more than one storey, and at least one storey exceeds 200m2.","A large dwellinghouse has more than one storey, and at least one storey exceeds 200m2.",,
1.6,1.6,unchanged,1.0,exact_number+difflib,"A large dwellinghouse of two storeys (excluding basement storeys) should be fitted with a Grade A Category LD3 fire detection and alarm system, as described in BS 5839-6.","A large dwellinghouse of two storeys (excluding basement storeys) should be fitted with a Grade A Category LD3 fire detection and alarm system, as described in BS 5839-6.",,
1.7,1.7,unchanged,1.0,exact_number+difflib,A large dwellinghouse of three or more storeys (excluding basement storeys) should be fitted with a Grade A Category LD2 fire detection and alarm system as described in BS 5839-6.,A large dwellinghouse of three or more storeys (excluding basement storeys) should be fitted with a Grade A Category LD2 fire detection and alarm system as described in BS 5839-6.,,
1.8,1.8,unchanged,1.0,exact_number+difflib,"Where new habitable rooms are provided, a fire detection and alarm system should be installed where either of the following applies. a. The room is provided above or below the ground storey. b. The room is provided at the ground storey, without a final exit.","Where new habitable rooms are provided, a fire detection and alarm system should be installed where either of the following applies. a. The room is provided above or below the ground storey. b. The room is provided at the ground storey, without a final exit.",,
1.9,1.9,unchanged,1.0,exact_number+difflib,Smoke alarms should be provided in the circulation spaces of the dwelling in accordance with paragraphs 1.1 to 1.4. NOTE: This does not apply where inner rooms are provided (see paragraph 2.11 for inner room requirements).,Smoke alarms should be provided in the circulation spaces of the dwelling in accordance with paragraphs 1.1 to 1.4. NOTE: This does not apply where inner rooms are provided (see paragraph 2.11 for inner room requirements).,,
1.10,1.10,unchanged,1.0,exact_number+difflib,"Each flat in a block should have alarms as set out in paragraphs 1.1 to 1.4. With effective compartmentation, a communal fire alarm system is not normally needed. In some buildings, detectors in common parts of the building may need to operate smoke control or other fire protection systems but do not usually sound an audible warning.","Each flat in a block should have alarms as set out in paragraphs 1.1 to 1.4. With effective compartmentation, a communal fire alarm system is not normally needed. In some buildings, detectors in common parts of the building may need to operate smoke control or other fire protection systems but do not usually sound an audible warning.",,
1.11,1.11,unchanged,1.0,exact_number+difflib,"In student residences that are designed and occupied as a block of flats, separate automatic detection should be provided in each self-contained flat where all of the following apply. a. A group of up to six students shares the flat. b. Each flat has its own entrance door. c. The compartmentation principles for flats in Section 7 have been followed. Where a total evacuation strategy is adopted, the alarm system should follow the guidance for","In student residences that are designed and occupied as a block of flats, separate automatic detection should be provided in each self-contained flat where all of the following apply. a. A group of up to six students shares the flat. b. Each flat has its own entrance door. c. The compartmentation principles for flats in Section 7 have been followed. Where a total evacuation strategy is adopted, the alarm system should follow the guidance for",,
1.12,1.12,unchanged,1.0,exact_number+difflib,The fire detection and alarm systems in flats should connect to a central monitoring point or alarm receiving centre. The systems should alert the warden or supervisor and identify the individual flat where a fire has been detected.,The fire detection and alarm systems in flats should connect to a central monitoring point or alarm receiving centre. The systems should alert the warden or supervisor and identify the individual flat where a fire has been detected.,,
1.13,1.13,unchanged,1.0,exact_number+difflib,"These provisions do not apply to the following. a. The common parts of a sheltered housing development, such as communal lounges. b. Sheltered accommodation in the 'residential (institutional)' or 'residential (other)' purpose groups (purpose group 2(a) or 2(b)). In these parts, means of warning should follow the guidance for buildings other than dwellings in","These provisions do not apply to the following. a. The common parts of a sheltered housing development, such as communal lounges. b. Sheltered accommodation in the 'residential (institutional)' or 'residential (other)' purpose groups (purpose group 2(a) or 2(b)). In these parts, means of warning should follow the guidance for buildings other than dwellings in",,
1.14,1.14,unchanged,1.0,exact_number+difflib,"Fire detection and alarm systems must be properly designed, installed and maintained. A design, installation and commissioning certificate should be provided for fire detection and alarm systems. Third party certification schemes for fire protection products and related services are an effective means of providing assurances of quality, reliability and safety.","Fire detection and alarm systems must be properly designed, installed and maintained. A design, installation and commissioning certificate should be provided for fire detection and alarm systems. Third party certification schemes for fire protection products and related services are an effective means of providing assurances of quality, reliability and safety.",,
1.15,1.15,unchanged,1.0,exact_number+difflib,"Fire detection and alarm systems sometimes trigger other systems. The interface between systems must be reliable. Particular care should be taken if the interface is facilitated via another system. Where any part of BS 7273 applies to the triggering of other systems, the recommendations of that part of BS 7273 should be followed.","Fire detection and alarm systems sometimes trigger other systems. The interface between systems must be reliable. Particular care should be taken if the interface is facilitated via another system. Where any part of BS 7273 applies to the triggering of other systems, the recommendations of that part of BS 7273 should be followed.",,
2.1,2.1,unchanged,1.0,exact_number+difflib,"See Diagram 2.1a. All habitable rooms (excluding kitchens) should have either of the following. a. An opening directly onto a hall leading to a final exit. b. An emergency escape window or door, as described in paragraph 2.10.","See Diagram 2.1a. All habitable rooms (excluding kitchens) should have either of the following. a. An opening directly onto a hall leading to a final exit. b. An emergency escape window or door, as described in paragraph 2.10.",,
2.2,2.2,unchanged,1.0,exact_number+difflib,"See Diagram 2.1b. Where served by only one stair, all habitable rooms (excluding kitchens) should have either of the following. a. An emergency escape window or external door, as described in paragraph 2.10. b. Direct access to a protected stairway, as described in paragraph 2.5a.","See Diagram 2.1b. Where served by only one stair, all habitable rooms (excluding kitchens) should have either of the following. a. An emergency escape window or external door, as described in paragraph 2.10. b. Direct access to a protected stairway, as described in paragraph 2.5a.",,
2.3,2.3,unchanged,1.0,exact_number+difflib,Two rooms may be served by a single window. A door between the rooms should provide access to the window without passing through the stair enclosure. Both rooms should have their own access to the internal stair.,Two rooms may be served by a single window. A door between the rooms should provide access to the window without passing through the stair enclosure. Both rooms should have their own access to the internal stair.,,
2.4,2.4,unchanged,1.0,exact_number+difflib,"Dwellinghouses with one internal stair should comply with paragraphs 2.5 and 2.6. In dwellinghouses with more than one stair, the stairs should provide effective alternative means of escape. The stairs should be physically separated by either of the following. a. Fire resisting construction (minimum REI 30). b. More than one room.","Dwellinghouses with one internal stair should comply with paragraphs 2.5 and 2.6. In dwellinghouses with more than one stair, the stairs should provide effective alternative means of escape. The stairs should be physically separated by either of the following. a. Fire resisting construction (minimum REI 30). b. More than one room.",,
2.6,2.6,unchanged,1.0,exact_number+difflib,"See Diagram 2.1d. In addition to meeting the provisions in paragraph 2.5, the dwellinghouse should comply with either of the following. a. Provide an alternative escape route from each storey more than 7.5m above ground level. At the first storey above 7.5m, the protected stairway should be separated from the lower storeys by fire resisting construction (minimum REI 30) if the alternative escape route is accessed via either of the following. i. The protected stairway to an upper storey. ii. A landing within the protected stairway enclosure to an alternative escape route on the same storey. The protected stairway at or about 7.5m above ground level should be separated from the lower storeys or levels by fire resisting construction (see Diagram 2.4). b. Provide a sprinkler system throughout, designed and installed in accordance with BS 9251.","See Diagram 2.1d. In addition to meeting the provisions in paragraph 2.5, the dwellinghouse should comply with either of the following. a. Provide an alternative escape route from each storey more than 7.5m above ground level. At the first storey above 7.5m, the protected stairway should be separated from the lower storeys by fire resisting construction (minimum REI 30) if the alternative escape route is accessed via either of the following. i. The protected stairway to an upper storey. ii. A landing within the protected stairway enclosure to an alternative escape route on the same storey. The protected stairway at or about 7.5m above ground level should be separated from the lower storeys or levels by fire resisting construction (see Diagram 2.4). b. Provide a sprinkler system throughout, designed and installed in accordance with BS 9251.",,
2.7,2.7,unchanged,1.0,exact_number+difflib,"A passenger lift serving any storey more than 4.5m above ground level should be in either of the following. a. The enclosure to the protected stairway, as described in paragraph 2.5. b. A fire resisting lift shaft (minimum REI 30).","A passenger lift serving any storey more than 4.5m above ground level should be in either of the following. a. The enclosure to the protected stairway, as described in paragraph 2.5. b. A fire resisting lift shaft (minimum REI 30).",,
2.8,2.8,unchanged,1.0,exact_number+difflib,Air circulation systems which circulate air within an individual dwellinghouse with a floor more than 4.5m above ground level should meet the guidance given in paragraph 2.9.,Air circulation systems which circulate air within an individual dwellinghouse with a floor more than 4.5m above ground level should meet the guidance given in paragraph 2.9.,,
2.9,2.9,unchanged,1.0,exact_number+difflib,"All of the following precautions should be taken to avoid the spread of smoke and fire to the protected stairway. a. Transfer grilles should not be fitted in any wall, door, floor or ceiling of the stair enclosure. b. Any duct passing through the stair enclosure should be rigid steel. Joints between the ductwork and stair enclosure should be fire-stopped. c. Ventilation ducts supplying or extracting air directly to or from a protected stairway should not serve other areas as well. d. Any system of mechanical ventilation which recirculates air and which serves both the stair and other areas should be designed to shut down on the detection of smoke within the system. e. For ducted warm air heating systems, a room thermostat should be sited in the living room. It should be mounted at a height between 1370mm and 1830mm above the floor. The maximum setting should be 27°C. NOTE: Ventilation ducts passing through compartment walls should comply with the guidance in Section 9.","All of the following precautions should be taken to avoid the spread of smoke and fire to the protected stairway. a. Transfer grilles should not be fitted in any wall, door, floor or ceiling of the stair enclosure. b. Any duct passing through the stair enclosure should be rigid steel. Joints between the ductwork and stair enclosure should be fire-stopped. c. Ventilation ducts supplying or extracting air directly to or from a protected stairway should not serve other areas as well. d. Any system of mechanical ventilation which recirculates air and which serves both the stair and other areas should be designed to shut down on the detection of smoke within the system. e. For ducted warm air heating systems, a room thermostat should be sited in the living room. It should be mounted at a height between 1370mm and 1830mm above the floor. The maximum setting should be 27°C. NOTE: Ventilation ducts passing through compartment walls should comply with the guidance in Section 9.",,
2.10,2.10,unchanged,1.0,exact_number+difflib,Windows or external doors providing emergency escape should comply with all of the following. a. Windows should have an unobstructed openable area that complies with all of the following. i. A minimum area of 0.33m2. window may be at an angle rather than straight through). iii. The bottom of the openable area is a maximum of 1100mm above the floor. b. People escaping should be able to reach a place free from danger from fire. Courtyards or inaccessible back gardens should comply with Diagram 2.5. c. Locks (with or without removable keys) and opening stays (with child-resistant release catches) may be fitted to escape windows. d. Windows should be capable of remaining open without being held. dwellinghouse is to an x min. the space should exceed whichever is the greater of the following. ground level (x). b. Where a rear extension is extension (y).,Windows or external doors providing emergency escape should comply with all of the following. a. Windows should have an unobstructed openable area that complies with all of the following. i. A minimum area of 0.33m2. window may be at an angle rather than straight through). iii. The bottom of the openable area is a maximum of 1100mm above the floor. b. People escaping should be able to reach a place free from danger from fire. Courtyards or inaccessible back gardens should comply with Diagram 2.5. c. Locks (with or without removable keys) and opening stays (with child-resistant release catches) may be fitted to escape windows. d. Windows should be capable of remaining open without being held. dwellinghouse is to an x min. the space should exceed whichever is the greater of the following. ground level (x). b. Where a rear extension is extension (y).,,
2.12,2.12,unchanged,1.0,exact_number+difflib,A room accessed only via an inner room (an inner inner room) is acceptable when all of the following apply. a. It complies with paragraph 2.11. b. The access rooms each have a smoke alarm (see Section 1). c. None of the access rooms is a kitchen.,A room accessed only via an inner room (an inner inner room) is acceptable when all of the following apply. a. It complies with paragraph 2.11. b. The access rooms each have a smoke alarm (see Section 1). c. None of the access rooms is a kitchen.,,
2.13,2.13,unchanged,1.0,exact_number+difflib,"Where a flat roof forms part of a means of escape, it should comply with all of the following. a. It should be part of the same building from which escape is being made. b. The route across the roof should lead to a storey exit or external escape route. c. The part of the roof (including its supporting structure) forming the escape route, and any opening within 3m of the escape route, should be of fire resisting construction (minimum REI 30).","Where a flat roof forms part of a means of escape, it should comply with all of the following. a. It should be part of the same building from which escape is being made. b. The route across the roof should lead to a storey exit or external escape route. c. The part of the roof (including its supporting structure) forming the escape route, and any opening within 3m of the escape route, should be of fire resisting construction (minimum REI 30).",,
2.15,2.15,unchanged,1.0,exact_number+difflib,"A gallery should comply with one of the following. a. It should be provided with an alternative exit. b. It should be provided with an emergency escape window, as described in paragraph 2.10, where the gallery floor is a maximum of 4.5m above ground level. c. It should meet all the conditions shown in Diagram 2.6. NOTES: 1. This diagram does not apply where the gallery is provided with one of the following: 7.5 max. i. An alternative escape route floor is not more than 4.5m above ground level). should comply with one of the following conditions: Visible area to 3m max. i. Be enclosed with fire resisting construction be at least 50% ii. Be remote from the stair to the gallery and positioned of floor area in such that they do not prejudice escape from the gallery.","A gallery should comply with one of the following. a. It should be provided with an alternative exit. b. It should be provided with an emergency escape window, as described in paragraph 2.10, where the gallery floor is a maximum of 4.5m above ground level. c. It should meet all the conditions shown in Diagram 2.6. NOTES: 1. This diagram does not apply where the gallery is provided with one of the following: 7.5 max. i. An alternative escape route floor is not more than 4.5m above ground level). should comply with one of the following conditions: Visible area to 3m max. i. Be enclosed with fire resisting construction be at least 50% ii. Be remote from the stair to the gallery and positioned of floor area in such that they do not prejudice escape from the gallery.",,
2.16,2.16,unchanged,1.0,exact_number+difflib,Basement storeys containing habitable rooms should have one of the following. (paragraph 2.10). b. A protected stairway (paragraph 2.5a) leading from the basement to a final exit.,Basement storeys containing habitable rooms should have one of the following. (paragraph 2.10). b. A protected stairway (paragraph 2.5a) leading from the basement to a final exit.,,
2.17,2.17,unchanged,1.0,exact_number+difflib,"Any external escape stair should meet all of the following conditions (Diagram 2.7). a. Doors to the stair should be fire resisting (minimum E 30), except for a single exit door from the building to the top landing of a downward-leading external stair. b. Fire resisting construction (minimum RE 30) is required for the building envelope within the following zones, measured from the flights and landings of the external stair. i. 1800mm horizontally. ii. 9m vertically below. iii. 1100mm above the top landing of the stair (except where the stair leads from basement to ground level). c. Fire resisting construction (minimum RE 30) should be provided for any part of the building (including doors) within 1800mm of the escape route from the foot of the stair to a place of safety. This does not apply if there are alternative escape routes from the foot of the external escape stair. d. Stairs more than 6m in height should be protected from adverse weather. Protection should prevent the build-up of snow or ice but does not require full enclosure. e. Glazing in areas of fire resisting construction should be fixed shut and fire resisting (in terms of integrity, but not insulation) (minimum E 30). 6m max.","Any external escape stair should meet all of the following conditions (Diagram 2.7). a. Doors to the stair should be fire resisting (minimum E 30), except for a single exit door from the building to the top landing of a downward-leading external stair. b. Fire resisting construction (minimum RE 30) is required for the building envelope within the following zones, measured from the flights and landings of the external stair. i. 1800mm horizontally. ii. 9m vertically below. iii. 1100mm above the top landing of the stair (except where the stair leads from basement to ground level). c. Fire resisting construction (minimum RE 30) should be provided for any part of the building (including doors) within 1800mm of the escape route from the foot of the stair to a place of safety. This does not apply if there are alternative escape routes from the foot of the external escape stair. d. Stairs more than 6m in height should be protected from adverse weather. Protection should prevent the build-up of snow or ice but does not require full enclosure. e. Glazing in areas of fire resisting construction should be fixed shut and fire resisting (in terms of integrity, but not insulation) (minimum E 30). 6m max.",,
2.19,2.19,unchanged,1.0,exact_number+difflib,"Where an existing window would be an escape window in a new dwellinghouse, and is big enough to be used for escape purposes, then the replacement should comply with one of the following. a. The replacement window should be sized to provide at least the same potential for escape. b. If the existing window was larger than required for escape purposes, the opening can be reduced to the minimum described in paragraph 2.10.","Where an existing window would be an escape window in a new dwellinghouse, and is big enough to be used for escape purposes, then the replacement should comply with one of the following. a. The replacement window should be sized to provide at least the same potential for escape. b. If the existing window was larger than required for escape purposes, the opening can be reduced to the minimum described in paragraph 2.10.",,
2.20,2.20,unchanged,1.0,exact_number+difflib,"If windows are replaced, it may be necessary to provide cavity barriers around the opening in accordance with Section 5.","If windows are replaced, it may be necessary to provide cavity barriers around the opening in accordance with Section 5.",,
2.21,2.21,unchanged,1.0,exact_number+difflib,"Where a new storey is added through conversion to create a storey above 4.5m, both of the following should apply. a. The full extent of the escape route should be addressed. b. Fire resisting doors (minimum E 20) and partitions (minimum REI 30) should be provided, including upgrading the existing doors where necessary. NOTE: Where the layout is open plan, new partitions should be provided to enclose the escape route (Diagram 2.2).","Where a new storey is added through conversion to create a storey above 4.5m, both of the following should apply. a. The full extent of the escape route should be addressed. b. Fire resisting doors (minimum E 20) and partitions (minimum REI 30) should be provided, including upgrading the existing doors where necessary. NOTE: Where the layout is open plan, new partitions should be provided to enclose the escape route (Diagram 2.2).",,
2.22,2.22,unchanged,1.0,exact_number+difflib,"Where it is undesirable to replace existing doors because of historical or architectural merit, the possibility of retaining, and where necessary upgrading, them should be investigated.","Where it is undesirable to replace existing doors because of historical or architectural merit, the possibility of retaining, and where necessary upgrading, them should be investigated.",,
3.1,3.1,unchanged,1.0,exact_number+difflib,"Separate guidance applies to means of escape within the flat and within the common parts of the building that lead to a place of safety. Flats at ground level are treated similarly to dwellinghouses. With increasing height, more complex provisions are needed.","Separate guidance applies to means of escape within the flat and within the common parts of the building that lead to a place of safety. Flats at ground level are treated similarly to dwellinghouses. With increasing height, more complex provisions are needed.",,
3.2,3.2,unchanged,1.0,exact_number+difflib,"The provisions in this section make the following assumptions. a. Any fire is likely to be in a flat. b. There is no reliance on external rescue. c. Simultaneous evacuation of all flats is unlikely to be necessary due to compartmentation. d. Fires in common parts of the building should not spread beyond the fabric in the immediate vicinity. In some cases, however, communal facilities exist that require additional measures to be taken.","The provisions in this section make the following assumptions. a. Any fire is likely to be in a flat. b. There is no reliance on external rescue. c. Simultaneous evacuation of all flats is unlikely to be necessary due to compartmentation. d. Fires in common parts of the building should not spread beyond the fabric in the immediate vicinity. In some cases, however, communal facilities exist that require additional measures to be taken.",,
3.3,3.3,unchanged,1.0,exact_number+difflib,"Provisions are recommended to support a stay put evacuation strategy for blocks of flats. It is based on the principle that a fire is contained in the flat of origin and common escape routes are maintained relatively free from smoke and heat. It allows occupants, some of whom may require assistance to escape in the event of a fire, in other flats that are not affected to remain. Sufficient protection to common means of escape is necessary to allow occupants to escape should they choose to do so or are instructed/aided to by the fire service. A higher standard of protection is therefore needed to ensure common escape routes remain available for a longer period than is provided in other buildings.","Provisions are recommended to support a stay put evacuation strategy for blocks of flats. It is based on the principle that a fire is contained in the flat of origin and common escape routes are maintained relatively free from smoke and heat. It allows occupants, some of whom may require assistance to escape in the event of a fire, in other flats that are not affected to remain. Sufficient protection to common means of escape is necessary to allow occupants to escape should they choose to do so or are instructed/aided to by the fire service. A higher standard of protection is therefore needed to ensure common escape routes remain available for a longer period than is provided in other buildings.",,
3.4,3.4,unchanged,1.0,exact_number+difflib,Paragraphs 3.6 to 3.23 deal with the means of escape within each flat. Paragraphs 3.25 to 3.89 deal with the means of escape in common areas of the building (including mixed use buildings in paragraphs 3.76 and 3.77). Guidance for live/work units is given in paragraph 3.24.,Paragraphs 3.6 to 3.23 deal with the means of escape within each flat. Paragraphs 3.25 to 3.89 deal with the means of escape in common areas of the building (including mixed use buildings in paragraphs 3.76 and 3.77). Guidance for live/work units is given in paragraph 3.24.,,
