old_clause_number,new_clause_number,predicted_change_type,similarity,method,old_text,new_text,gold_change_type,notes
0.14,0.14,unchanged,1.0,exact_number+difflib,"Building uses are classified within different purpose groups, which represent different levels of hazard (see Table 0.1). A purpose group can apply to a whole building or a compartment within the building, and should relate to the main use of the building or compartment.","Building uses are classified within different purpose groups, which represent different levels of hazard (see Table 0.1). A purpose group can apply to a whole building or a compartment within the building, and should relate to the main use of the building or compartment.",unchanged,
0.15,0.15,unchanged,1.0,exact_number+difflib,"Where a building or compartment has more than one use, it is appropriate to assign each different use to its own purpose group in the following situations. a. If the ancillary use is a flat. b. If both of the following apply. i. The building or compartment has an area of more than 280m2. ii. The ancillary use relates to an area that is more than one-fifth of the total floor area of the building or compartment. c. In ‘shop and commercial’ (purpose group 4) buildings or compartments, if the ancillary use is storage and both of the following apply. i. The building or compartment has an area of more than 280m2. ii. The storage area comprises more than one-third of the total floor area of the building or compartment.","Where a building or compartment has more than one use, it is appropriate to assign each different use to its own purpose group in the following situations. a. If the ancillary use is a flat. b. If both of the following apply. i. The building or compartment has an area of more than 280m2. ii. The ancillary use relates to an area that is more than one-fifth of the total floor area of the building or compartment. c. In ‘shop and commercial’ (purpose group 4) buildings or compartments, if the ancillary use is storage and both of the following apply. i. The building or compartment has an area of more than 280m2. ii. The storage area comprises more than one-third of the total floor area of the building or compartment.",,
0.16,0.16,unchanged,1.0,exact_number+difflib,"Where there are multiple main uses that are not ancillary to one another (for example, shops with independent offices above), each use should be assigned to a purpose group in its own right. Where there is doubt as to which purpose group is appropriate, the more onerous guidance should be applied.","Where there are multiple main uses that are not ancillary to one another (for example, shops with independent offices above), each use should be assigned to a purpose group in its own right. Where there is doubt as to which purpose group is appropriate, the more onerous guidance should be applied.",unchanged,
0.17,0.17,unchanged,1.0,exact_number+difflib,"In sheltered housing, the guidance in design of communal facilities, such as a common lounge. Title Group Purpose for which the building or compartment of a building is intended to be used Residential 1(a)(1) Flat. 1(b)(2) Dwellinghouse that contains a habitable storey with a floor level a minimum of 4.5m 1(c)(2)(4) Dwellinghouse that does not contain a habitable storey with a floor level a minimum of 4.5m above ground level. Residential 2(a) Hospital, home, school or other similar establishment, where people sleep on the (institutional) premises. The building may be either of the following. maintenance of, either: people under the age of 5 years. • A place of lawful detention. Residential 2(b) Hotel, boarding house, residential college, hall of residence, hostel or any other (other) residential purpose not described above. Office 3 Offices or premises used for any of the following and their control: • performance (premises not open to the public). Shop and 4 Shops or premises used for either of the following. business of a barber or hairdresser, and the rental of storage space to the public). • Premises to which the public are invited either: – (except in the case of repair of motor vehicles) where the public themselves may carry out such repairs or other treatments. Title Group Purpose for which the building or compartment of a building is intended to be used Assembly and 5 Place of assembly, entertainment or recreation, including any of the following: • libraries open to the public, non-residential day centres, clinics, health centres and • zoos and menageries. Industrial 6 Factories and other premises used for any of the following: • slaughtering livestock. 7(a) Either of the following: residential(4) • place (other than described under 7(b)) for the storage or deposit of goods or materials • any building not within purpose groups 1 to 6. or light goods vehicles that weigh a maximum of 2500kg gross. NOTES: This table only applies to Part B. 1. Includes live/work units that meet the provisions of paragraph 3.24. 2. Includes any surgeries, consulting rooms, offices or other accommodation that meets all of the following conditions. a. A maximum of 50m2 in total. b. Part of a dwellinghouse. c. Used by an occupant of the dwellinghouse in a professional or business capacity. 3. Where very large (over 18m in height or with a 10m deep basement) or unusual dwellinghouses are proposed, some of the guidance for buildings other than dwellings may be needed. 4. All of the following are included in purpose group 1(c). a. A detached garage a maximum of 40m2 in area. b. A detached open carport a maximum 40m2 in area. c. A detached building that consists of a garage and open carport, each a maximum of 40m2 in area.","In sheltered housing, the guidance in design of communal facilities, such as a common lounge. Title Group Purpose for which the building or compartment of a building is intended to be used Residential 1(a)(1) Flat. 1(b)(2) Dwellinghouse that contains a habitable storey with a floor level a minimum of 4.5m 1(c)(2)(4) Dwellinghouse that does not contain a habitable storey with a floor level a minimum of 4.5m above ground level. Residential 2(a) Hospital, home, school or other similar establishment, where people sleep on the (institutional) premises. The building may be either of the following. maintenance of, either: people under the age of 5 years. • A place of lawful detention. Residential 2(b) Hotel, boarding house, residential college, hall of residence, hostel or any other (other) residential purpose not described above. Office 3 Offices or premises used for any of the following and their control: • performance (premises not open to the public). Shop and 4 Shops or premises used for either of the following. business of a barber or hairdresser, and the rental of storage space to the public). • Premises to which the public are invited either: – (except in the case of repair of motor vehicles) where the public themselves may carry out such repairs or other treatments. Title Group Purpose for which the building or compartment of a building is intended to be used Assembly and 5 Place of assembly, entertainment or recreation, including any of the following: • libraries open to the public, non-residential day centres, clinics, health centres and • zoos and menageries. Industrial 6 Factories and other premises used for any of the following: • slaughtering livestock. 7(a) Either of the following: residential(4) • place (other than described under 7(b)) for the storage or deposit of goods or materials • any building not within purpose groups 1 to 6. or light goods vehicles that weigh a maximum of 2500kg gross. NOTES: This table only applies to Part B. 1. Includes live/work units that meet the provisions of paragraph 3.24. 2. Includes any surgeries, consulting rooms, offices or other accommodation that meets all of the following conditions. a. A maximum of 50m2 in total. b. Part of a dwellinghouse. c. Used by an occupant of the dwellinghouse in a professional or business capacity. 3. Where very large (over 18m in height or with a 10m deep basement) or unusual dwellinghouses are proposed, some of the guidance for buildings other than dwellings may be needed. 4. All of the following are included in purpose group 1(c). a. A detached garage a maximum of 40m2 in area. b. A detached open carport a maximum 40m2 in area. c. A detached building that consists of a garage and open carport, each a maximum of 40m2 in area.",unchanged,
0.18,0.18,unchanged,1.0,exact_number+difflib,This approved document includes reference to selected guidance for buildings other than consulted in addition to the guidance contained in this approved document.,This approved document includes reference to selected guidance for buildings other than consulted in addition to the guidance contained in this approved document.,,
0.19,0.19,unchanged,1.0,exact_number+difflib,"Where a complex mix of uses exists, the effect that one use may have on another in terms of risk should be considered. It could be necessary to use guidance from both volumes, apply other guidance (such as from HTM 05-02 or Building Bulletin 100), and/or apply special measures to reduce the risk.","Where a complex mix of uses exists, the effect that one use may have on another in terms of risk should be considered. It could be necessary to use guidance from both volumes, apply other guidance (such as from HTM 05-02 or Building Bulletin 100), and/or apply special measures to reduce the risk.",,
1.1,1.1,unchanged,1.0,exact_number+difflib,"All dwellings should have a fire detection and alarm system, minimum Grade D2 Category LD3 standard, in accordance with the relevant recommendations of BS 5839-6. A higher standard of protection should be considered where occupants of a proposed dwelling would be at special risk from fire. Further advice on this is also given in BS 5839-6.","All dwellings should have a fire detection and alarm system, minimum Grade D2 Category LD3 standard, in accordance with the relevant recommendations of BS 5839-6. A higher standard of protection should be considered where occupants of a proposed dwelling would be at special risk from fire. Further advice on this is also given in BS 5839-6.",,
1.2,1.2,unchanged,1.0,exact_number+difflib,Smoke alarms should be mains operated and conform to BS EN 14604.,Smoke alarms should be mains operated and conform to BS EN 14604.,,
1.3,1.3,unchanged,1.0,exact_number+difflib,Heat alarms should be mains operated and conform to BS 5446-2.,Heat alarms should be mains operated and conform to BS 5446-2.,,
1.4,1.4,unchanged,1.0,exact_number+difflib,"Smoke and heat alarms should have a standby power supply, such as a battery (rechargeable or non-rechargeable) or capacitor. More information on power supplies is given in clause 15 of BS 5839-6. NOTE: The term ‘fire alarm system’ describes the combination of components for giving an audible and/or other perceptible warning of fire. NOTE: In this document, the term ‘fire detection system’ describes any type of automatic sensor network and associated control and indicating equipment. Sensors may be sensitive to smoke, heat, gaseous combustion products or radiation. Automatic sprinkler systems can also be used to operate a fire alarm system.","Smoke and heat alarms should have a standby power supply, such as a battery (rechargeable or non-rechargeable) or capacitor. More information on power supplies is given in clause 15 of BS 5839-6. NOTE: The term ‘fire alarm system’ describes the combination of components for giving an audible and/or other perceptible warning of fire. NOTE: In this document, the term ‘fire detection system’ describes any type of automatic sensor network and associated control and indicating equipment. Sensors may be sensitive to smoke, heat, gaseous combustion products or radiation. Automatic sprinkler systems can also be used to operate a fire alarm system.",,
1.5,1.5,unchanged,1.0,exact_number+difflib,"A large dwellinghouse has more than one storey, and at least one storey exceeds 200m2.","A large dwellinghouse has more than one storey, and at least one storey exceeds 200m2.",,
1.6,1.6,unchanged,1.0,exact_number+difflib,"A large dwellinghouse of two storeys (excluding basement storeys) should be fitted with a Grade A Category LD3 fire detection and alarm system, as described in BS 5839-6.","A large dwellinghouse of two storeys (excluding basement storeys) should be fitted with a Grade A Category LD3 fire detection and alarm system, as described in BS 5839-6.",,
1.7,1.7,unchanged,1.0,exact_number+difflib,A large dwellinghouse of three or more storeys (excluding basement storeys) should be fitted with a Grade A Category LD2 fire detection and alarm system as described in BS 5839-6.,A large dwellinghouse of three or more storeys (excluding basement storeys) should be fitted with a Grade A Category LD2 fire detection and alarm system as described in BS 5839-6.,,
1.8,1.8,unchanged,1.0,exact_number+difflib,"Where new habitable rooms are provided, a fire detection and alarm system should be installed where either of the following applies. a. The room is provided above or below the ground storey. b. The room is provided at the ground storey, without a final exit.","Where new habitable rooms are provided, a fire detection and alarm system should be installed where either of the following applies. a. The room is provided above or below the ground storey. b. The room is provided at the ground storey, without a final exit.",,
1.9,1.9,unchanged,1.0,exact_number+difflib,Smoke alarms should be provided in the circulation spaces of the dwelling in accordance with paragraphs 1.1 to 1.4. NOTE: This does not apply where inner rooms are provided (see paragraph 2.11 for inner room requirements).,Smoke alarms should be provided in the circulation spaces of the dwelling in accordance with paragraphs 1.1 to 1.4. NOTE: This does not apply where inner rooms are provided (see paragraph 2.11 for inner room requirements).,,
1.10,1.10,unchanged,1.0,exact_number+difflib,"Each flat in a block should have alarms as set out in paragraphs 1.1 to 1.4. With effective compartmentation, a communal fire alarm system is not normally needed. In some buildings, detectors in common parts of the building may need to operate smoke control or other fire protection systems but do not usually sound an audible warning.","Each flat in a block should have alarms as set out in paragraphs 1.1 to 1.4. With effective compartmentation, a communal fire alarm system is not normally needed. In some buildings, detectors in common parts of the building may need to operate smoke control or other fire protection systems but do not usually sound an audible warning.",,
1.11,1.11,unchanged,1.0,exact_number+difflib,"In student residences that are designed and occupied as a block of flats, separate automatic detection should be provided in each self-contained flat where all of the following apply. a. A group of up to six students shares the flat. b. Each flat has its own entrance door. c. The compartmentation principles for flats in Section 7 have been followed. Where a total evacuation strategy is adopted, the alarm system should follow the guidance for","In student residences that are designed and occupied as a block of flats, separate automatic detection should be provided in each self-contained flat where all of the following apply. a. A group of up to six students shares the flat. b. Each flat has its own entrance door. c. The compartmentation principles for flats in Section 7 have been followed. Where a total evacuation strategy is adopted, the alarm system should follow the guidance for",,
1.12,1.12,unchanged,1.0,exact_number+difflib,The fire detection and alarm systems in flats should connect to a central monitoring point or alarm receiving centre. The systems should alert the warden or supervisor and identify the individual flat where a fire has been detected.,The fire detection and alarm systems in flats should connect to a central monitoring point or alarm receiving centre. The systems should alert the warden or supervisor and identify the individual flat where a fire has been detected.,,
1.13,1.13,unchanged,1.0,exact_number+difflib,"These provisions do not apply to the following. a. The common parts of a sheltered housing development, such as communal lounges. b. Sheltered accommodation in the 'residential (institutional)' or 'residential (other)' purpose groups (purpose group 2(a) or 2(b)). In these parts, means of warning should follow the guidance for buildings other than dwellings in","These provisions do not apply to the following. a. The common parts of a sheltered housing development, such as communal lounges. b. Sheltered accommodation in the 'residential (institutional)' or 'residential (other)' purpose groups (purpose group 2(a) or 2(b)). In these parts, means of warning should follow the guidance for buildings other than dwellings in",,
1.14,1.14,unchanged,1.0,exact_number+difflib,"Fire detection and alarm systems must be properly designed, installed and maintained. A design, installation and commissioning certificate should be provided for fire detection and alarm systems. Third party certification schemes for fire protection products and related services are an effective means of providing assurances of quality, reliability and safety.","Fire detection and alarm systems must be properly designed, installed and maintained. A design, installation and commissioning certificate should be provided for fire detection and alarm systems. Third party certification schemes for fire protection products and related services are an effective means of providing assurances of quality, reliability and safety.",,
1.15,1.15,unchanged,1.0,exact_number+difflib,"Fire detection and alarm systems sometimes trigger other systems. The interface between systems must be reliable. Particular care should be taken if the interface is facilitated via another system. Where any part of BS 7273 applies to the triggering of other systems, the recommendations of that part of BS 7273 should be followed.","Fire detection and alarm systems sometimes trigger other systems. The interface between systems must be reliable. Particular care should be taken if the interface is facilitated via another system. Where any part of BS 7273 applies to the triggering of other systems, the recommendations of that part of BS 7273 should be followed.",,
2.1,2.1,unchanged,1.0,exact_number+difflib,"See Diagram 2.1a. All habitable rooms (excluding kitchens) should have either of the following. a. An opening directly onto a hall leading to a final exit. b. An emergency escape window or door, as described in paragraph 2.10.","See Diagram 2.1a. All habitable rooms (excluding kitchens) should have either of the following. a. An opening directly onto a hall leading to a final exit. b. An emergency escape window or door, as described in paragraph 2.10.",,
2.2,2.2,unchanged,1.0,exact_number+difflib,"See Diagram 2.1b. Where served by only one stair, all habitable rooms (excluding kitchens) should have either of the following. a. An emergency escape window or external door, as described in paragraph 2.10. b. Direct access to a protected stairway, as described in paragraph 2.5a.","See Diagram 2.1b. Where served by only one stair, all habitable rooms (excluding kitchens) should have either of the following. a. An emergency escape window or external door, as described in paragraph 2.10. b. Direct access to a protected stairway, as described in paragraph 2.5a.",,
2.3,2.3,unchanged,1.0,exact_number+difflib,Two rooms may be served by a single window. A door between the rooms should provide access to the window without passing through the stair enclosure. Both rooms should have their own access to the internal stair.,Two rooms may be served by a single window. A door between the rooms should provide access to the window without passing through the stair enclosure. Both rooms should have their own access to the internal stair.,,
2.4,2.4,unchanged,1.0,exact_number+difflib,"Dwellinghouses with one internal stair should comply with paragraphs 2.5 and 2.6. In dwellinghouses with more than one stair, the stairs should provide effective alternative means of escape. The stairs should be physically separated by either of the following. a. Fire resisting construction (minimum REI 30). b. More than one room.","Dwellinghouses with one internal stair should comply with paragraphs 2.5 and 2.6. In dwellinghouses with more than one stair, the stairs should provide effective alternative means of escape. The stairs should be physically separated by either of the following. a. Fire resisting construction (minimum REI 30). b. More than one room.",,
2.5,2.5,unchanged,1.0,exact_number+difflib,"See Diagram 2.1c. The dwellinghouse should have either of the following. a. Protected stairway – a stair separated by fire resisting construction (minimum REI 30) at all storeys, that complies with one of the following. i. Extends to a final exit (Diagram 2.2a). ii. Gives access to a minimum of two ground level final exits that are separated from each other by fire resisting construction (minimum REI 30) and fire doorsets (minimum E 20) (Diagram 2.2b). Cavity barriers or a fire resisting ceiling (minimum EI 30) should be provided above a protected stairway enclosure (Diagram 2.3). b. Alternative escape route – a top storey separated from lower storeys by fire resisting construction (minimum REI 30) and with an alternative escape route leading to its own final exit. and escape windows. a protected stairway. Escape via entrance hall. Escape via entrance hall. escape windows or doors. escape windows or doors. Escape via protected stairway. route or sprinklers. No inner rooms allowed. Escape via protected stairway. Escape via protected stairway. No inner rooms allowed. No inner rooms allowed. Escape via protected stairway. Escape via protected stairway. escape windows. escape windows. Escape via entrance hall. Escape via entrance hall. escape windows or doors. escape windows or doors. Note: This diagram must be read in conjunction with all of the relevant guidance given in section 2. a. b. a. Cavity barrier b.","See Diagram 2.1c. The dwellinghouse should have either of the following. a. Protected stairway – a stair separated by fire resisting construction (minimum REI 30) at all storeys, that complies with one of the following. i. Extends to a final exit (Diagram 2.2a). ii. Gives access to a minimum of two ground level final exits that are separated from each other by fire resisting construction (minimum REI 30) and fire doorsets (minimum E 20) (Diagram 2.2b). Cavity barriers or a fire resisting ceiling (minimum EI 30) should be provided above a protected stairway enclosure (Diagram 2.3). b. Alternative escape route – a top storey separated from lower storeys by fire resisting construction (minimum REI 30) and with an alternative escape route leading to its own final exit. and escape windows. a protected stairway. Escape via entrance hall. Escape via entrance hall. escape windows or doors. escape windows or doors. Escape via protected stairway. route or sprinklers. No inner rooms allowed. Escape via protected stairway. Escape via protected stairway. No inner rooms allowed. No inner rooms allowed. Escape via protected stairway. Escape via protected stairway. escape windows. escape windows. Escape via entrance hall. Escape via entrance hall. escape windows or doors. escape windows or doors. Note: This diagram must be read in conjunction with all of the relevant guidance given in section 2. a. b. a. Cavity barrier b.",modified,
2.6,2.6,unchanged,1.0,exact_number+difflib,"See Diagram 2.1d. In addition to meeting the provisions in paragraph 2.5, the dwellinghouse should comply with either of the following. a. Provide an alternative escape route from each storey more than 7.5m above ground level. At the first storey above 7.5m, the protected stairway should be separated from the lower storeys by fire resisting construction (minimum REI 30) if the alternative escape route is accessed via either of the following. i. The protected stairway to an upper storey. ii. A landing within the protected stairway enclosure to an alternative escape route on the same storey. The protected stairway at or about 7.5m above ground level should be separated from the lower storeys or levels by fire resisting construction (see Diagram 2.4). b. Provide a sprinkler system throughout, designed and installed in accordance with BS 9251.","See Diagram 2.1d. In addition to meeting the provisions in paragraph 2.5, the dwellinghouse should comply with either of the following. a. Provide an alternative escape route from each storey more than 7.5m above ground level. At the first storey above 7.5m, the protected stairway should be separated from the lower storeys by fire resisting construction (minimum REI 30) if the alternative escape route is accessed via either of the following. i. The protected stairway to an upper storey. ii. A landing within the protected stairway enclosure to an alternative escape route on the same storey. The protected stairway at or about 7.5m above ground level should be separated from the lower storeys or levels by fire resisting construction (see Diagram 2.4). b. Provide a sprinkler system throughout, designed and installed in accordance with BS 9251.",,
2.7,2.7,unchanged,1.0,exact_number+difflib,"A passenger lift serving any storey more than 4.5m above ground level should be in either of the following. a. The enclosure to the protected stairway, as described in paragraph 2.5. b. A fire resisting lift shaft (minimum REI 30).","A passenger lift serving any storey more than 4.5m above ground level should be in either of the following. a. The enclosure to the protected stairway, as described in paragraph 2.5. b. A fire resisting lift shaft (minimum REI 30).",,
2.8,2.8,unchanged,1.0,exact_number+difflib,Air circulation systems which circulate air within an individual dwellinghouse with a floor more than 4.5m above ground level should meet the guidance given in paragraph 2.9.,Air circulation systems which circulate air within an individual dwellinghouse with a floor more than 4.5m above ground level should meet the guidance given in paragraph 2.9.,,
2.9,2.9,unchanged,1.0,exact_number+difflib,"All of the following precautions should be taken to avoid the spread of smoke and fire to the protected stairway. a. Transfer grilles should not be fitted in any wall, door, floor or ceiling of the stair enclosure. b. Any duct passing through the stair enclosure should be rigid steel. Joints between the ductwork and stair enclosure should be fire-stopped. c. Ventilation ducts supplying or extracting air directly to or from a protected stairway should not serve other areas as well. d. Any system of mechanical ventilation which recirculates air and which serves both the stair and other areas should be designed to shut down on the detection of smoke within the system. e. For ducted warm air heating systems, a room thermostat should be sited in the living room. It should be mounted at a height between 1370mm and 1830mm above the floor. The maximum setting should be 27°C. NOTE: Ventilation ducts passing through compartment walls should comply with the guidance in Section 9.","All of the following precautions should be taken to avoid the spread of smoke and fire to the protected stairway. a. Transfer grilles should not be fitted in any wall, door, floor or ceiling of the stair enclosure. b. Any duct passing through the stair enclosure should be rigid steel. Joints between the ductwork and stair enclosure should be fire-stopped. c. Ventilation ducts supplying or extracting air directly to or from a protected stairway should not serve other areas as well. d. Any system of mechanical ventilation which recirculates air and which serves both the stair and other areas should be designed to shut down on the detection of smoke within the system. e. For ducted warm air heating systems, a room thermostat should be sited in the living room. It should be mounted at a height between 1370mm and 1830mm above the floor. The maximum setting should be 27°C. NOTE: Ventilation ducts passing through compartment walls should comply with the guidance in Section 9.",,
2.10,2.10,unchanged,1.0,exact_number+difflib,Windows or external doors providing emergency escape should comply with all of the following. a. Windows should have an unobstructed openable area that complies with all of the following. i. A minimum area of 0.33m2. window may be at an angle rather than straight through). iii. The bottom of the openable area is a maximum of 1100mm above the floor. b. People escaping should be able to reach a place free from danger from fire. Courtyards or inaccessible back gardens should comply with Diagram 2.5. c. Locks (with or without removable keys) and opening stays (with child-resistant release catches) may be fitted to escape windows. d. Windows should be capable of remaining open without being held. dwellinghouse is to an x min. the space should exceed whichever is the greater of the following. ground level (x). b. Where a rear extension is extension (y).,Windows or external doors providing emergency escape should comply with all of the following. a. Windows should have an unobstructed openable area that complies with all of the following. i. A minimum area of 0.33m2. window may be at an angle rather than straight through). iii. The bottom of the openable area is a maximum of 1100mm above the floor. b. People escaping should be able to reach a place free from danger from fire. Courtyards or inaccessible back gardens should comply with Diagram 2.5. c. Locks (with or without removable keys) and opening stays (with child-resistant release catches) may be fitted to escape windows. d. Windows should be capable of remaining open without being held. dwellinghouse is to an x min. the space should exceed whichever is the greater of the following. ground level (x). b. Where a rear extension is extension (y).,,
2.11,2.11,unchanged,1.0,exact_number+difflib,"An inner room is permitted when it is one of the following. a. A kitchen. b. A laundry or utility room. c. A dressing room. d. A bathroom, WC or shower room. e. Any room on a storey that is a maximum of 4.5m above ground level which is provided with an emergency escape window as described in paragraph 2.10. f. A gallery that complies with paragraph 2.15.","An inner room is permitted when it is one of the following. a. A kitchen. b. A laundry or utility room. c. A dressing room. d. A bathroom, WC or shower room. e. Any room on a storey that is a maximum of 4.5m above ground level which is provided with an emergency escape window as described in paragraph 2.10. f. A gallery that complies with paragraph 2.15.",unchanged,
2.12,2.12,unchanged,1.0,exact_number+difflib,A room accessed only via an inner room (an inner inner room) is acceptable when all of the following apply. a. It complies with paragraph 2.11. b. The access rooms each have a smoke alarm (see Section 1). c. None of the access rooms is a kitchen.,A room accessed only via an inner room (an inner inner room) is acceptable when all of the following apply. a. It complies with paragraph 2.11. b. The access rooms each have a smoke alarm (see Section 1). c. None of the access rooms is a kitchen.,,
