old_clause_number,new_clause_number,predicted_change_type,similarity,method,old_text,new_text,gold_change_type,notes
4.4,4.4,unchanged,1.0,exact_number+difflib,"Parts of walls in rooms may be of lower performance than stated in Table 4.1, but no worse than class D-s3, d2. In any one room, the total area of lower performance wall lining should be less than an area equivalent to half of the room’s floor area, up to a maximum of 20m2 of wall lining. Ceilings","Parts of walls in rooms may be of lower performance than stated in Table 4.1, but no worse than class D-s3, d2. In any one room, the total area of lower performance wall lining should be less than an area equivalent to half of the room’s floor area, up to a maximum of 20m2 of wall lining. Ceilings",unchanged,
5.9,5.9,unchanged,1.0,exact_number+difflib,"Timber beams, joists, purlins and rafters may be built into or carried through a masonry or concrete compartment wall if the openings for them are both of the following. a. As small as practicable. b. Fire-stopped. 51 Building Regulations 2010 Approved Document B Volume 1, 2019 edition O N L I N E V E R S I O N B3 O N L I N E V E R S I O N If trussed rafters bridge the wall, failure of the truss due to a fire in one compartment should not cause failure of the truss in another compartment. Compartment walls between buildings","Timber beams, joists, purlins and rafters may be built into or carried through a masonry or concrete compartment wall if the openings for them are both of the following. a. As small as practicable. b. Fire-stopped. 51 Building Regulations 2010 Approved Document B Volume 1, 2019 edition O N L I N E V E R S I O N B3 O N L I N E V E R S I O N If trussed rafters bridge the wall, failure of the truss due to a fire in one compartment should not cause failure of the truss in another compartment. Compartment walls between buildings",unchanged,
3.60,3.60,unchanged,1.0,exact_number+difflib,"A stair of acceptable width for everyday use will be sufficient for escape purposes. If it is also a firefighting stair, it should be at least 1100mm wide. The width is the clear width between the walls or balustrades. Any handrails and strings intruding into that width by a maximum of 100mm on each side may be ignored. Protection of common stairs","A stair of acceptable width for everyday use will be sufficient for escape purposes. If it is also a firefighting stair, it should be at least 1100mm wide. The width is the clear width between the walls or balustrades. Any handrails and strings intruding into that width by a maximum of 100mm on each side may be ignored. Protection of common stairs",unchanged,
,15.14,added,0.0,no_candidate,,"The floor identification signs should meet all of the following conditions. a. The signs should be located on every landing of a protected stairway and every protected corridor/lobby (or open access balcony) into which a firefighting lift opens. b. The text should be in sans serif typeface with a letter height of at least 50mm. The height of the numeral that designates the floor number should be at least 75mm. c. The signs should be visible from the top step of a firefighting stair and, where possible, from inside a firefighting lift when the lift car doors open. d. The signs should be mounted between 1.7m and 2m above floor level and, as far as practicable, all the signs should be mounted at the same height. e. The text should be on a contrasting background, easily legible and readable in low level lighting conditions or when illuminated with a torch. 105 Building Regulations 2010 Approved Document B Volume 1, 2019 edition O N L I N E V E R S I O N B5 O N L I N E V E R S I O N",added,
7.5,7.5,unchanged,1.0,exact_number+difflib,max. i. An alternative escape route ii. An emergency escape window (where the gallery floor is not more than 4.5m above ground level). 2. Any cooking facilities within a room containing a gallery should comply with one of the following conditions: Visible area to 3m max. i. Be enclosed with fire resisting construction be at least 50% ii. Be remote from the stair to the gallery and positioned of floor area in such that they do not prejudice escape from the gallery. lower room Exit Diagram 3.1 Gallery floors with no alternative exit Flats with upper storeys a maximum of 4.5m above ground level,max. i. An alternative escape route ii. An emergency escape window (where the gallery floor is not more than 4.5m above ground level). 2. Any cooking facilities within a room containing a gallery should comply with one of the following conditions: Visible area to 3m max. i. Be enclosed with fire resisting construction be at least 50% ii. Be remote from the stair to the gallery and positioned of floor area in such that they do not prejudice escape from the gallery. lower room Exit Diagram 3.1 Gallery floors with no alternative exit Flats with upper storeys a maximum of 4.5m above ground level,unchanged,
11.11,11.11,unchanged,1.0,exact_number+difflib,"In an otherwise protected wall, small unprotected areas may be ignored where they meet the conditions in Diagram 11.5. See para 11.11 Roof Roofs pitched at an angle of less than 70 degrees may be disregarded for separation distance a a purposes b b a b b b b The unprotected area of the external wall of a stairway forming a protected shaft b may be disregarded a for separation distance purposes Compartment Compartment floor wall Dimensional restrictions Represents an unprotected area of not more than 1m2 which may consist of a 4000mm minimum distance two or more smaller areas within an area of 1000mm(cid:31)1000mm b 1500mm minimum distance Represents an area of not more than 0.1m2 Diagram 11.5 S mall unprotected areas that may be disregarded in assessing the separation distance from the boundary Canopies","In an otherwise protected wall, small unprotected areas may be ignored where they meet the conditions in Diagram 11.5. See para 11.11 Roof Roofs pitched at an angle of less than 70 degrees may be disregarded for separation distance a a purposes b b a b b b b The unprotected area of the external wall of a stairway forming a protected shaft b may be disregarded a for separation distance purposes Compartment Compartment floor wall Dimensional restrictions Represents an unprotected area of not more than 1m2 which may consist of a 4000mm minimum distance two or more smaller areas within an area of 1000mm(cid:31)1000mm b 1500mm minimum distance Represents an area of not more than 0.1m2 Diagram 11.5 S mall unprotected areas that may be disregarded in assessing the separation distance from the boundary Canopies",unchanged,
12.2,12.2,modified,0.519,exact_number+difflib,"to 12.3 Surface area Appendix D3 Radiation Unwired glass in 12.8 See Heat radiation Roofs Raised floor Area measurement Diagram D3 See Platform floors Cavity Diagram 8.3 Ramps and sloping floors 3.40 Elements of structure 5.3, 6.2 Refuse chutes and storage 3.55–3.58 Fire resistance Appendix B15 to B18, Table B3 Regulatory compliance page iv Insulated roof sheeting 5.14 Relevant boundaries 11.4–11.5, Diagrams 11.1 to 11.2 Junction with compartment wall 5.11–5.15, Definition Appendix A Diagram 5.2 External walls 1000mm or more from relevant Rooftop plant boundary 11.9 Height of top storey in building Diagram D6 External walls within 1000mm of relevant Separation distances 11.14, 12.3–12.9, Table 12.1 boundary 11.8 See also Flat roofs; Pitched roofs Separation distances for roofs 12.3–12.9, Tables Roof space","to 12.3 R Surface area Appendix D3 Unwired glass in 12.8 Radiation Roofs See Heat radiation Area measurement Diagram D3 Raised floor Cavity Diagram 8.3 See Platform floors Elements of structure 5.3, 6.2 Ramps and sloping floors 3.40 Fire resistance Appendix B15 to B18, Table B3 Refuse chutes and storage 3.55–3.58 Insulated roof sheeting 5.14 Regulatory compliance page iv Junction with compartment wall 5.11–5.15, Relevant boundaries 11.4–11.5, Diagrams 11.1 to 11.2 Diagram 5.2 Definition Appendix A Rooftop plant External walls 1000mm or more from relevant Height of top storey in building Diagram D6 boundary 11.9 Separation distances 11.14, 12.3–12.9, Table 12.1 External walls within 1000mm of relevant See also Flat roofs; Pitched roofs boundary 11.8 Roof space Separation distances for roofs 12.3–12.9, Tables Cavity barriers Diagram 2.3",modified,
16.6,16.6,unchanged,1.0,exact_number+difflib,The combined clear cross-sectional area of all smoke outlets should be a minimum of 1/40 of the area of the floor of the storey they serve.,The combined clear cross-sectional area of all smoke outlets should be a minimum of 1/40 of the area of the floor of the storey they serve.,unchanged,
16.12,16.12,modified,0.944,exact_number+difflib,"The air extraction system should comply with all of the following. a. It should give at least 10 air changes per hour. b. It should be capable of handling gas temperatures of 300°C for not less than one hour. c. It should do either of the following. i. Be activated automatically if the sprinkler system activates. ii. Be activated by an automatic fire detection system that conforms to BS 5839-1 (minimum L3 standard). Further information on equipment for removing hot smoke is given in BS EN 12101-3. See para 16.1 External External wall wall Fire resisting Stallboard construction outlet with grille or Basement outlet removable with break-out or cover openable cover GROUND FLOOR GROUND FLOOR Basement Basement Diagram 16.1 Fire resisting construction for smoke outlet shafts 107 Building Regulations 2010 Approved Document B Volume 1, 2019 edition O N L I N E V E R S I O N B5 O N L I N E V E R S I O N Construction of outlet ducts or shafts","The air extraction system should comply with all of the following. a. It should give at least 10 air changes per hour. b. It should be capable of handling gas temperatures of 300°C for not less than one hour. c. It should do either of the following. i. Be activated automatically if the sprinkler system activates. ii. Be activated by an automatic fire detection system that conforms to BS 5839-1 (minimum L3 standard). Further information on equipment for removing hot smoke is given in BS EN 12101-3. See para 16.1 External External wall wall Fire resisting Stallboard construction outlet with grille or Basement outlet removable with break-out or cover openable cover GROUND FLOOR GROUND FLOOR Basement Basement Diagram 16.1 Fire resisting construction for smoke outlet shafts 108 Approved Document B Volume 1, 2019 edition Building Regulations 2010 O N L I N E V E R S I O N O N L I N E V E R S I O N B5 Construction of outlet ducts or shafts",modified,page number changed: 107 -> 108
3.52,3.52,unchanged,1.0,exact_number+difflib,A vent to the outside with a minimum free area of 1m2 should be provided from the top storey of the stair.,A vent to the outside with a minimum free area of 1m2 should be provided from the top storey of the stair.,unchanged,
0.4,0.4,unchanged,1.0,exact_number+difflib,"Guidance is given on each aspect separately, though many are closely interlinked. The document should be considered as a whole. The relationship between different requirements and their interdependency should be recognised. Particular attention should be given to the situation where one part of the guidance is not fully followed, as this could have a negative effect on other provisions. 1 Building Regulations 2010 Approved Document B Volume 1, 2019 edition O N L I N E V E R S I O N O N L I N E V E R S I O N Appendices: Information common to more than one requirement of Part B","Guidance is given on each aspect separately, though many are closely interlinked. The document should be considered as a whole. The relationship between different requirements and their interdependency should be recognised. Particular attention should be given to the situation where one part of the guidance is not fully followed, as this could have a negative effect on other provisions. 1 Building Regulations 2010 Approved Document B Volume 1, 2019 edition O N L I N E V E R S I O N O N L I N E V E R S I O N Appendices: Information common to more than one requirement of Part B",unchanged,
0.17,0.17,unchanged,1.0,exact_number+difflib,"In sheltered housing, the guidance in Approved Document B Volume 2 should be consulted for the design of communal facilities, such as a common lounge. 4 Approved Document B Volume 1, 2019 edition Building Regulations 2010 O N L I N E V E R S I O N O N L I N E V E R S I O N Table 0.1 Classification of purpose groups Volume 1 purpose groups Title Group Purpose for which the building or compartment of a building is intended to be used Residential 1(a)(1) Flat. (dwellings) 1(b)(2) Dwellinghouse that contains a habitable storey with a floor level a minimum of 4.5m above ground level up to a maximum of 18m.(3) 1(c)(2)(4) Dwellinghouse that does not contain a habitable storey with a floor level a minimum of 4.5m above ground level. Volume 2 purpose groups Residential 2(a) Hospital, home, school or other similar establishment, where people sleep on the (institutional) premises. The building may be either of the following. • Living accommodation for, or accommodation for the treatment, care or maintenance of, either: – people suffering from disabilities due to illness or old age or other physical or mental incapacity people under the age of 5 years. - • A place of lawful detention. Residential 2(b) Hotel, boarding house, residential college, hall of residence, hostel or any other (other) residential purpose not described above. Office 3 Offices or premises used for any of the following and their control: • administration • clerical work (including writing, bookkeeping, sorting papers, filing, typing, duplicating, machine calculating, drawing and the editorial preparation of matter for publication, police and fire and rescue service work) • handling money (including banking and building society work) • communications (including postal, telegraph and radio communications) • radio, television, film, audio or video recording • performance (premises not open to the public). Shop and 4 Shops or premises used for either of the following. commercial • A retail trade or business (including selling food or drink to the public for immediate consumption, retail by auction, self-selection and over-the-counter wholesale trading, the business of lending books or periodicals for gain, the business of a barber or hairdresser, and the rental of storage space to the public). • Premises to which the public are invited either: – to deliver or collect goods in connection with their hire, repair or other treatment – (except in the case of repair of motor vehicles) where the public themselves may carry out such repairs or other treatments. 5 Building Regulations 2010 Approved Document B Volume 1, 2019 edition O N L I N E V E R S I O N O N L I N E V E R S I O N Table 0.1 Continued Title Group Purpose for which the building or compartment of a building is intended to be used Assembly and 5 Place of assembly, entertainment or recreation, including any of the following: recreation • bingo halls, broadcasting, recording and film studios open to the public, casinos, dance halls • entertainment, conference, exhibition and leisure centres • funfairs and amusement arcades • museums and art galleries, non-residential clubs, theatres, cinemas, concert halls • educational establishments, dancing schools, gymnasia, swimming pool buildings, riding schools, skating rinks, sports pavilions, sports stadia • law courts • churches and other buildings of worship, crematoria • libraries open to the public, non-residential day centres, clinics, health centres and surgeries • passenger stations and termini for air, rail, road or sea travel • public toilets • zoos and menageries. Industrial 6 Factories and other premises used for any of the following: • manufacturing, altering, repairing, cleaning, washing, breaking up, adapting or processing any article • generating power • slaughtering livestock. Storage and 7(a) Either of the following: other non- residential(4) • place (other than described under 7(b)) for the storage or deposit of goods or materials • any building not within purpose groups 1 to 6. 7(b) Car parks designed to admit and accommodate only cars, motorcycles and passenger or light goods vehicles that weigh a maximum of 2500kg gross. NOTES: This table only applies to Part B. See Approved Document B Volume 2 for guidance on buildings other than dwellings (purpose groups 2, 3, 4, 5, 6 and 7). 1. Includes live/work units that meet the provisions of paragraph 3.24. 2. Includes any surgeries, consulting rooms, offices or other accommodation that meets all of the following conditions. a. A maximum of 50m2 in total. b. Part of a dwellinghouse. c. Used by an occupant of the dwellinghouse in a professional or business capacity. 3. Where very large (over 18m in height or with a 10m deep basement) or unusual dwellinghouses are proposed, some of the guidance for buildings other than dwellings may be needed. 4. All of the following are included in purpose group 1(c). a. A detached garage a maximum of 40m2 in area. b. A detached open carport a maximum 40m2 in area. c. A detached building that consists of a garage and open carport, each a maximum of 40m2 in area. 6 Approved Document B Volume 1, 2019 edition Building Regulations 2010 O N L I N E V E R S I O N O N L I N E V E R S I O N Mixed use buildings","In sheltered housing, the guidance in Approved Document B Volume 2 should be consulted for the design of communal facilities, such as a common lounge. 4 Approved Document B Volume 1, 2019 edition Building Regulations 2010 O N L I N E V E R S I O N O N L I N E V E R S I O N Table 0.1 Classification of purpose groups Volume 1 purpose groups Title Group Purpose for which the building or compartment of a building is intended to be used Residential 1(a)(1) Flat. (dwellings) 1(b)(2) Dwellinghouse that contains a habitable storey with a floor level a minimum of 4.5m above ground level up to a maximum of 18m.(3) 1(c)(2)(4) Dwellinghouse that does not contain a habitable storey with a floor level a minimum of 4.5m above ground level. Volume 2 purpose groups Residential 2(a) Hospital, home, school or other similar establishment, where people sleep on the (institutional) premises. The building may be either of the following. • Living accommodation for, or accommodation for the treatment, care or maintenance of, either: – people suffering from disabilities due to illness or old age or other physical or mental incapacity people under the age of 5 years. - • A place of lawful detention. Residential 2(b) Hotel, boarding house, residential college, hall of residence, hostel or any other (other) residential purpose not described above. Office 3 Offices or premises used for any of the following and their control: • administration • clerical work (including writing, bookkeeping, sorting papers, filing, typing, duplicating, machine calculating, drawing and the editorial preparation of matter for publication, police and fire and rescue service work) • handling money (including banking and building society work) • communications (including postal, telegraph and radio communications) • radio, television, film, audio or video recording • performance (premises not open to the public). Shop and 4 Shops or premises used for either of the following. commercial • A retail trade or business (including selling food or drink to the public for immediate consumption, retail by auction, self-selection and over-the-counter wholesale trading, the business of lending books or periodicals for gain, the business of a barber or hairdresser, and the rental of storage space to the public). • Premises to which the public are invited either: – to deliver or collect goods in connection with their hire, repair or other treatment – (except in the case of repair of motor vehicles) where the public themselves may carry out such repairs or other treatments. 5 Building Regulations 2010 Approved Document B Volume 1, 2019 edition O N L I N E V E R S I O N O N L I N E V E R S I O N Table 0.1 Continued Title Group Purpose for which the building or compartment of a building is intended to be used Assembly and 5 Place of assembly, entertainment or recreation, including any of the following: recreation • bingo halls, broadcasting, recording and film studios open to the public, casinos, dance halls • entertainment, conference, exhibition and leisure centres • funfairs and amusement arcades • museums and art galleries, non-residential clubs, theatres, cinemas, concert halls • educational establishments, dancing schools, gymnasia, swimming pool buildings, riding schools, skating rinks, sports pavilions, sports stadia • law courts • churches and other buildings of worship, crematoria • libraries open to the public, non-residential day centres, clinics, health centres and surgeries • passenger stations and termini for air, rail, road or sea travel • public toilets • zoos and menageries. Industrial 6 Factories and other premises used for any of the following: • manufacturing, altering, repairing, cleaning, washing, breaking up, adapting or processing any article • generating power • slaughtering livestock. Storage and 7(a) Either of the following: other non- residential(4) • place (other than described under 7(b)) for the storage or deposit of goods or materials • any building not within purpose groups 1 to 6. 7(b) Car parks designed to admit and accommodate only cars, motorcycles and passenger or light goods vehicles that weigh a maximum of 2500kg gross. NOTES: This table only applies to Part B. See Approved Document B Volume 2 for guidance on buildings other than dwellings (purpose groups 2, 3, 4, 5, 6 and 7). 1. Includes live/work units that meet the provisions of paragraph 3.24. 2. Includes any surgeries, consulting rooms, offices or other accommodation that meets all of the following conditions. a. A maximum of 50m2 in total. b. Part of a dwellinghouse. c. Used by an occupant of the dwellinghouse in a professional or business capacity. 3. Where very large (over 18m in height or with a 10m deep basement) or unusual dwellinghouses are proposed, some of the guidance for buildings other than dwellings may be needed. 4. All of the following are included in purpose group 1(c). a. A detached garage a maximum of 40m2 in area. b. A detached open carport a maximum 40m2 in area. c. A detached building that consists of a garage and open carport, each a maximum of 40m2 in area. 6 Approved Document B Volume 1, 2019 edition Building Regulations 2010 O N L I N E V E R S I O N O N L I N E V E R S I O N Mixed use buildings",unchanged,
